Job id            Name             User              Time Use S Queue
339061.mgmt1      test50_967_CCR_  arit6471                 0 Q compute         
339062.mgmt1      test50_641_YR_f  arit6471                 0 Q compute         
339063.mgmt1      test50_129_YR_f  arit6471                 0 Q compute         
339064.mgmt1      test50_640_BDR_  arit6471                 0 Q compute         
339065.mgmt1      test50_293_YR_f  arit6471                 0 Q compute         
339066.mgmt1      test50_756_BDR_  arit6471                 0 Q compute         
339067.mgmt1      test50_875_CCR_  arit6471                 0 Q compute         
339068.mgmt1      test50_450_BS5R  arit6471                 0 Q compute         
339069.mgmt1      test50_161_BS5R  arit6471                 0 Q compute         
339070.mgmt1      test50_914_BDR_  arit6471                 0 Q compute         
339071.mgmt1      test50_991_CCR_  arit6471                 0 Q compute         
339072.mgmt1      test50_268_CCR_  arit6471                 0 Q compute         
339073.mgmt1      test50_712_BDR_  arit6471                 0 Q compute         
339074.mgmt1      test50_280_BS5R  arit6471                 0 Q compute         
339075.mgmt1      test50_494_BS5R  arit6471                 0 Q compute         
339076.mgmt1      test50_291_BDR_  arit6471                 0 Q compute         
339077.mgmt1      test50_345_BS5R  arit6471                 0 Q compute         
339078.mgmt1      test50_668_BS5R  arit6471                 0 Q compute         
339079.mgmt1      test50_815_BS5R  arit6471                 0 Q compute         
339080.mgmt1      test50_617_BS5R  arit6471                 0 Q compute         
339081.mgmt1      test50_986_BDR_  arit6471                 0 Q compute         
339082.mgmt1      test50_445_YR_f  arit6471                 0 Q compute         
339083.mgmt1      test50_023_BS5R  arit6471                 0 Q compute         
339084.mgmt1      test50_162_BDR_  arit6471                 0 Q compute         
339085.mgmt1      test50_641_BS5R  arit6471                 0 Q compute         
339086.mgmt1      test50_330_BS5R  arit6471                 0 Q compute         
339087.mgmt1      test50_912_CCR_  arit6471                 0 Q compute         
339088.mgmt1      test50_247_BDR_  arit6471                 0 Q compute         
339089.mgmt1      test50_935_BDR_  arit6471                 0 Q compute         
339090.mgmt1      test50_155_YR_f  arit6471                 0 Q compute         
339091.mgmt1      test50_155_BDR_  arit6471                 0 Q compute         
339092.mgmt1      test50_935_BS5R  arit6471                 0 Q compute         
339093.mgmt1      test50_359_CCR_  arit6471                 0 Q compute         
339094.mgmt1      test50_996_CCR_  arit6471                 0 Q compute         
339095.mgmt1      test50_112_BDR_  arit6471                 0 Q compute         
339096.mgmt1      test50_351_YR_f  arit6471                 0 Q compute         
339097.mgmt1      test50_313_YR_f  arit6471                 0 Q compute         
339098.mgmt1      test50_155_CCR_  arit6471                 0 Q compute         
339099.mgmt1      test50_128_YR_f  arit6471                 0 Q compute         
339100.mgmt1      test50_502_BS5R  arit6471                 0 Q compute         
339101.mgmt1      test50_617_YR_f  arit6471                 0 Q compute         
339102.mgmt1      test50_324_YR_f  arit6471                 0 Q compute         
339103.mgmt1      test50_996_YR_f  arit6471                 0 Q compute         
339104.mgmt1      test50_411_YR_f  arit6471                 0 Q compute         
339105.mgmt1      test50_153_CCR_  arit6471                 0 Q compute         
339106.mgmt1      test50_362_BS5R  arit6471                 0 Q compute         
339107.mgmt1      test50_345_YR_f  arit6471                 0 Q compute         
339108.mgmt1      test50_986_YR_f  arit6471                 0 Q compute         
339109.mgmt1      test50_655_BDR_  arit6471                 0 Q compute         
339110.mgmt1      test50_122_YR_f  arit6471                 0 Q compute         
339111.mgmt1      test50_330_CCR_  arit6471                 0 Q compute         
339112.mgmt1      test50_350_YR_f  arit6471                 0 Q compute         
339113.mgmt1      test50_878_CCR_  arit6471                 0 Q compute         
339114.mgmt1      test50_615_BS5R  arit6471                 0 Q compute         
339115.mgmt1      test50_324_CCR_  arit6471                 0 Q compute         
339116.mgmt1      test50_742_BS5R  arit6471                 0 Q compute         
339117.mgmt1      test50_219_BDR_  arit6471                 0 Q compute         
339118.mgmt1      test50_129_CCR_  arit6471                 0 Q compute         
339119.mgmt1      test50_391_BS5R  arit6471                 0 Q compute         
339120.mgmt1      test50_133_BS5R  arit6471                 0 Q compute         
339121.mgmt1      test50_875_YR_f  arit6471                 0 Q compute         
339122.mgmt1      test50_734_CCR_  arit6471                 0 Q compute         
339123.mgmt1      test50_878_YR_f  arit6471                 0 Q compute         
339124.mgmt1      test50_062_BDR_  arit6471                 0 Q compute         
339125.mgmt1      test50_445_BDR_  arit6471                 0 Q compute         
339126.mgmt1      test50_450_CCR_  arit6471                 0 Q compute         
339127.mgmt1      test50_021_BDR_  arit6471                 0 Q compute         
339128.mgmt1      test50_655_CCR_  arit6471                 0 Q compute         
339129.mgmt1      test50_156_CCR_  arit6471                 0 Q compute         
339130.mgmt1      test50_054_YR_f  arit6471                 0 Q compute         
339131.mgmt1      test50_601_YR_f  arit6471                 0 Q compute         
339132.mgmt1      test50_088_CCR_  arit6471                 0 Q compute         
339133.mgmt1      test50_129_BDR_  arit6471                 0 Q compute         
339134.mgmt1      test50_957_CCR_  arit6471                 0 Q compute         
339135.mgmt1      test50_912_BDR_  arit6471                 0 Q compute         
339136.mgmt1      test50_808_CCR_  arit6471                 0 Q compute         
339137.mgmt1      test50_391_CCR_  arit6471                 0 Q compute         
339138.mgmt1      test50_130_CCR_  arit6471                 0 Q compute         
339139.mgmt1      test50_742_YR_f  arit6471                 0 Q compute         
339140.mgmt1      test50_268_BS5R  arit6471                 0 Q compute         
339141.mgmt1      test50_467_BS5R  arit6471                 0 Q compute         
339142.mgmt1      test50_744_CCR_  arit6471                 0 Q compute         
339143.mgmt1      test50_247_CCR_  arit6471                 0 Q compute         
339144.mgmt1      test50_088_YR_f  arit6471                 0 Q compute         
339145.mgmt1      test50_382_CCR_  arit6471                 0 Q compute         
339146.mgmt1      test50_802_YR_f  arit6471                 0 Q compute         
339147.mgmt1      test50_566_BDR_  arit6471                 0 Q compute         
339148.mgmt1      test50_024_CCR_  arit6471                 0 Q compute         
339149.mgmt1      test50_502_BDR_  arit6471                 0 Q compute         
339150.mgmt1      test50_177_YR_f  arit6471                 0 Q compute         
339151.mgmt1      test50_126_BS5R  arit6471                 0 Q compute         
339152.mgmt1      test5_835_CCR_f  arit6471                 0 Q compute         
339153.mgmt1      test5_735_CCR_f  arit6471                 0 Q compute         
339154.mgmt1      test5_484_YR_fi  arit6471                 0 Q compute         
339155.mgmt1      test5_482_BDR_f  arit6471                 0 Q compute         
339156.mgmt1      test5_875_YR_fi  arit6471                 0 Q compute         
339157.mgmt1      test5_072_BDR_f  arit6471                 0 Q compute         
339158.mgmt1      test5_210_CCR_f  arit6471                 0 Q compute         
339159.mgmt1      test5_424_YR_fi  arit6471                 0 Q compute         
339160.mgmt1      test5_552_YR_fi  arit6471                 0 Q compute         
339161.mgmt1      test5_814_BS5R_  arit6471                 0 Q compute         
339162.mgmt1      test5_196_BS5R_  arit6471                 0 Q compute         
339163.mgmt1      test5_468_YR_fi  arit6471                 0 Q compute         
339164.mgmt1      test5_086_BDR_f  arit6471                 0 Q compute         
339165.mgmt1      test5_053_CCR_f  arit6471                 0 Q compute         
339166.mgmt1      test5_875_BS5R_  arit6471                 0 Q compute         
339167.mgmt1      test5_051_YR_fi  arit6471                 0 Q compute         
339168.mgmt1      test5_706_BS5R_  arit6471                 0 Q compute         
339169.mgmt1      test5_484_CCR_f  arit6471                 0 Q compute         
339170.mgmt1      test5_419_YR_fi  arit6471                 0 Q compute         
339171.mgmt1      test5_379_CCR_f  arit6471                 0 Q compute         
339172.mgmt1      test5_995_BDR_f  arit6471                 0 Q compute         
339173.mgmt1      test5_055_BS5R_  arit6471                 0 Q compute         
339174.mgmt1      test5_355_CCR_f  arit6471                 0 Q compute         
339175.mgmt1      test5_928_BDR_f  arit6471                 0 Q compute         
339176.mgmt1      test5_715_CCR_f  arit6471                 0 Q compute         
339177.mgmt1      test5_801_YR_fi  arit6471                 0 Q compute         
339178.mgmt1      test5_242_BS5R_  arit6471                 0 Q compute         
339179.mgmt1      test5_666_CCR_f  arit6471                 0 Q compute         
339180.mgmt1      test5_055_YR_fi  arit6471                 0 Q compute         
339181.mgmt1      test5_209_YR_fi  arit6471                 0 Q compute         
339182.mgmt1      test5_814_BDR_f  arit6471                 0 Q compute         
339183.mgmt1      test5_652_BDR_f  arit6471                 0 Q compute         
339184.mgmt1      test5_552_CCR_f  arit6471                 0 Q compute         
339185.mgmt1      test5_479_BDR_f  arit6471                 0 Q compute         
339186.mgmt1      test5_390_YR_fi  arit6471                 0 Q compute         
339187.mgmt1      test5_646_BS5R_  arit6471                 0 Q compute         
339188.mgmt1      test5_318_BDR_f  arit6471                 0 Q compute         
339189.mgmt1      test5_304_YR_fi  arit6471                 0 Q compute         
339190.mgmt1      test5_133_CCR_f  arit6471                 0 Q compute         
339191.mgmt1      test5_875_CCR_f  arit6471                 0 Q compute         
339192.mgmt1      test5_646_BDR_f  arit6471                 0 Q compute         
339193.mgmt1      test5_379_YR_fi  arit6471                 0 Q compute         
339194.mgmt1      test5_377_BDR_f  arit6471                 0 Q compute         
339195.mgmt1      test5_422_YR_fi  arit6471                 0 Q compute         
339196.mgmt1      test5_665_CCR_f  arit6471                 0 Q compute         
339197.mgmt1      test5_801_CCR_f  arit6471                 0 Q compute         
339198.mgmt1      test5_722_CCR_f  arit6471                 0 Q compute         
339199.mgmt1      test5_448_BDR_f  arit6471                 0 Q compute         
339200.mgmt1      test5_743_BDR_f  arit6471                 0 Q compute         
339201.mgmt1      test5_919_BS5R_  arit6471                 0 Q compute         
339202.mgmt1      test5_801_BS5R_  arit6471                 0 Q compute         
339203.mgmt1      test5_602_BS5R_  arit6471                 0 Q compute         
339204.mgmt1      test5_891_BDR_f  arit6471                 0 Q compute         
339205.mgmt1      test5_419_BS5R_  arit6471                 0 Q compute         
339206.mgmt1      test5_735_BDR_f  arit6471                 0 Q compute         
339207.mgmt1      test5_380_CCR_f  arit6471                 0 Q compute         
339208.mgmt1      test5_566_YR_fi  arit6471                 0 Q compute         
339209.mgmt1      test5_814_CCR_f  arit6471                 0 Q compute         
339210.mgmt1      test5_167_YR_fi  arit6471                 0 Q compute         
339211.mgmt1      test5_142_BDR_f  arit6471                 0 Q compute         
339212.mgmt1      test5_451_YR_fi  arit6471                 0 Q compute         
339213.mgmt1      test5_468_BS5R_  arit6471                 0 Q compute         
339214.mgmt1      test5_154_BS5R_  arit6471                 0 Q compute         
339215.mgmt1      test5_551_BDR_f  arit6471                 0 Q compute         
339216.mgmt1      test5_986_CCR_f  arit6471                 0 Q compute         
339217.mgmt1      test5_652_BS5R_  arit6471                 0 Q compute         
339218.mgmt1      test5_995_BS5R_  arit6471                 0 Q compute         
339219.mgmt1      test5_508_BS5R_  arit6471                 0 Q compute         
339220.mgmt1      test5_075_CCR_f  arit6471                 0 Q compute         
339221.mgmt1      test5_474_CCR_f  arit6471                 0 Q compute         
339222.mgmt1      test5_379_BS5R_  arit6471                 0 Q compute         
339223.mgmt1      test5_864_CCR_f  arit6471                 0 Q compute         
339224.mgmt1      test5_636_BDR_f  arit6471                 0 Q compute         
339225.mgmt1      test5_303_YR_fi  arit6471                 0 Q compute         
339226.mgmt1      test5_451_BDR_f  arit6471                 0 Q compute         
339227.mgmt1      test5_865_BDR_f  arit6471                 0 Q compute         
339228.mgmt1      test5_919_YR_fi  arit6471                 0 Q compute         
339229.mgmt1      test5_497_BDR_f  arit6471                 0 Q compute         
339230.mgmt1      test5_133_BDR_f  arit6471                 0 Q compute         
339231.mgmt1      test5_449_BDR_f  arit6471                 0 Q compute         
339232.mgmt1      test5_304_BS5R_  arit6471                 0 Q compute         
339233.mgmt1      test5_938_BS5R_  arit6471                 0 Q compute         
339234.mgmt1      test5_484_BDR_f  arit6471                 0 Q compute         
339235.mgmt1      test5_835_BDR_f  arit6471                 0 Q compute         
339236.mgmt1      test5_602_BDR_f  arit6471                 0 Q compute         
339237.mgmt1      test5_891_YR_fi  arit6471                 0 Q compute         
339238.mgmt1      test5_144_YR_fi  arit6471                 0 Q compute         
339239.mgmt1      test5_133_YR_fi  arit6471                 0 Q compute         
339240.mgmt1      test5_388_YR_fi  arit6471                 0 Q compute         
339241.mgmt1      test5_636_BS5R_  arit6471                 0 Q compute         
339242.mgmt1      test5_551_YR_fi  arit6471                 0 Q compute         
339243.mgmt1      test5_958_BS5R_  arit6471                 0 Q compute         
339244.mgmt1      test5_055_BDR_f  arit6471                 0 Q compute         
339245.mgmt1      test5_304_CCR_f  arit6471                 0 Q compute         
339246.mgmt1      test5_196_YR_fi  arit6471                 0 Q compute         
339247.mgmt1      test5_311_CCR_f  arit6471                 0 Q compute         
339248.mgmt1      test5_221_YR_fi  arit6471                 0 Q compute         
339249.mgmt1      test5_051_BDR_f  arit6471                 0 Q compute         
339250.mgmt1      test5_022_BDR_f  arit6471                 0 Q compute         
339251.mgmt1      test5_445_YR_fi  arit6471                 0 Q compute         
339252.mgmt1      test5_311_BDR_f  arit6471                 0 Q compute         
339253.mgmt1      test5_950_YR_fi  arit6471                 0 Q compute         
339254.mgmt1      test5_637_YR_fi  arit6471                 0 Q compute         
339255.mgmt1      test5_144_BDR_f  arit6471                 0 Q compute         
339256.mgmt1      test5_053_BDR_f  arit6471                 0 Q compute         
339257.mgmt1      test5_209_CCR_f  arit6471                 0 Q compute         
339258.mgmt1      test5_219_BS5R_  arit6471                 0 Q compute         
339259.mgmt1      test5_244_YR_fi  arit6471                 0 Q compute         
339260.mgmt1      test5_605_BDR_f  arit6471                 0 Q compute         
339261.mgmt1      test5_497_YR_fi  arit6471                 0 Q compute         
339262.mgmt1      test5_451_CCR_f  arit6471                 0 Q compute         
339263.mgmt1      test5_646_CCR_f  arit6471                 0 Q compute         
339264.mgmt1      test5_303_BS5R_  arit6471                 0 Q compute         
339265.mgmt1      test5_571_BDR_f  arit6471                 0 Q compute         
339266.mgmt1      test5_488_YR_fi  arit6471                 0 Q compute         
339267.mgmt1      test5_958_BDR_f  arit6471                 0 Q compute         
339268.mgmt1      test5_666_BDR_f  arit6471                 0 Q compute         
339269.mgmt1      test5_244_CCR_f  arit6471                 0 Q compute         
339270.mgmt1      test5_219_BDR_f  arit6471                 0 Q compute         
339271.mgmt1      test5_424_CCR_f  arit6471                 0 Q compute         
339272.mgmt1      test5_072_CCR_f  arit6471                 0 Q compute         
339273.mgmt1      test5_891_CCR_f  arit6471                 0 Q compute         
339274.mgmt1      test5_390_BS5R_  arit6471                 0 Q compute         
339275.mgmt1      test5_865_CCR_f  arit6471                 0 Q compute         
339276.mgmt1      test5_419_CCR_f  arit6471                 0 Q compute         
339277.mgmt1      test5_346_BS5R_  arit6471                 0 Q compute         
339278.mgmt1      test5_715_YR_fi  arit6471                 0 Q compute         
339279.mgmt1      test5_837_CCR_f  arit6471                 0 Q compute         
339280.mgmt1      test5_812_BS5R_  arit6471                 0 Q compute         
339281.mgmt1      test5_640_YR_fi  arit6471                 0 Q compute         
339282.mgmt1      test5_448_CCR_f  arit6471                 0 Q compute         
339283.mgmt1      test5_244_BS5R_  arit6471                 0 Q compute         
339284.mgmt1      test5_986_BDR_f  arit6471                 0 Q compute         
339285.mgmt1      test5_154_BDR_f  arit6471                 0 Q compute         
339286.mgmt1      test5_053_YR_fi  arit6471                 0 Q compute         
339287.mgmt1      test5_167_CCR_f  arit6471                 0 Q compute         
339288.mgmt1      test5_795_BS5R_  arit6471                 0 Q compute         
339289.mgmt1      test5_636_YR_fi  arit6471                 0 Q compute         
339290.mgmt1      test5_380_YR_fi  arit6471                 0 Q compute         
339291.mgmt1      test5_665_YR_fi  arit6471                 0 Q compute         
339292.mgmt1      test5_600_CCR_f  arit6471                 0 Q compute         
339293.mgmt1      test5_636_CCR_f  arit6471                 0 Q compute         
339294.mgmt1      test5_355_YR_fi  arit6471                 0 Q compute         
339295.mgmt1      test5_665_BS5R_  arit6471                 0 Q compute         
339296.mgmt1      test5_936_CCR_f  arit6471                 0 Q compute         
339297.mgmt1      test5_051_CCR_f  arit6471                 0 Q compute         
339298.mgmt1      test5_449_YR_fi  arit6471                 0 Q compute         
339299.mgmt1      test5_652_YR_fi  arit6471                 0 Q compute         
339300.mgmt1      test5_936_YR_fi  arit6471                 0 Q compute         
339301.mgmt1      test5_551_CCR_f  arit6471                 0 Q compute         
339302.mgmt1      test5_388_CCR_f  arit6471                 0 Q compute         
339303.mgmt1      test5_795_BDR_f  arit6471                 0 Q compute         
339304.mgmt1      test5_062_YR_fi  arit6471                 0 Q compute         
339305.mgmt1      test5_995_YR_fi  arit6471                 0 Q compute         
339306.mgmt1      test5_072_BS5R_  arit6471                 0 Q compute         
339307.mgmt1      test5_646_YR_fi  arit6471                 0 Q compute         
339308.mgmt1      test5_651_BDR_f  arit6471                 0 Q compute         
339309.mgmt1      test5_221_CCR_f  arit6471                 0 Q compute         
339310.mgmt1      test5_837_YR_fi  arit6471                 0 Q compute         
339311.mgmt1      test5_424_BS5R_  arit6471                 0 Q compute         
339312.mgmt1      test5_221_BDR_f  arit6471                 0 Q compute         
339313.mgmt1      test5_637_BDR_f  arit6471                 0 Q compute         
339314.mgmt1      test5_445_BDR_f  arit6471                 0 Q compute         
339315.mgmt1      test5_938_BDR_f  arit6471                 0 Q compute         
339316.mgmt1      test5_715_BS5R_  arit6471                 0 Q compute         
339317.mgmt1      test5_075_BDR_f  arit6471                 0 Q compute         
339318.mgmt1      test5_377_YR_fi  arit6471                 0 Q compute         
339319.mgmt1      test5_209_BDR_f  arit6471                 0 Q compute         
339320.mgmt1      test5_110_YR_fi  arit6471                 0 Q compute         
339321.mgmt1      test5_141_BS5R_  arit6471                 0 Q compute         
339322.mgmt1      test5_144_CCR_f  arit6471                 0 Q compute         
339323.mgmt1      test5_571_CCR_f  arit6471                 0 Q compute         
339324.mgmt1      test5_864_BS5R_  arit6471                 0 Q compute         
339325.mgmt1      test5_986_YR_fi  arit6471                 0 Q compute         
339326.mgmt1      test5_144_BS5R_  arit6471                 0 Q compute         
339327.mgmt1      test5_468_BDR_f  arit6471                 0 Q compute         
339328.mgmt1      test5_449_CCR_f  arit6471                 0 Q compute         
339329.mgmt1      test5_007_BDR_f  arit6471                 0 Q compute         
339330.mgmt1      test5_950_CCR_f  arit6471                 0 Q compute         
339331.mgmt1      test5_722_BDR_f  arit6471                 0 Q compute         
339332.mgmt1      test5_068_BDR_f  arit6471                 0 Q compute         
339333.mgmt1      test5_311_YR_fi  arit6471                 0 Q compute         
339334.mgmt1      test5_814_YR_fi  arit6471                 0 Q compute         
339335.mgmt1      test5_474_BDR_f  arit6471                 0 Q compute         
339336.mgmt1      test5_835_YR_fi  arit6471                 0 Q compute         
339337.mgmt1      test5_154_YR_fi  arit6471                 0 Q compute         
339338.mgmt1      test5_706_YR_fi  arit6471                 0 Q compute         
339339.mgmt1      test5_445_CCR_f  arit6471                 0 Q compute         
339340.mgmt1      test5_474_YR_fi  arit6471                 0 Q compute         
339341.mgmt1      test5_380_BS5R_  arit6471                 0 Q compute         
339342.mgmt1      test5_497_BS5R_  arit6471                 0 Q compute         
339343.mgmt1      test5_891_BS5R_  arit6471                 0 Q compute         
339344.mgmt1      test5_388_BS5R_  arit6471                 0 Q compute         
339345.mgmt1      test5_346_YR_fi  arit6471                 0 Q compute         
339346.mgmt1      test5_055_CCR_f  arit6471                 0 Q compute         
339347.mgmt1      test5_142_BS5R_  arit6471                 0 Q compute         
339348.mgmt1      test5_088_CCR_f  arit6471                 0 Q compute         
339349.mgmt1      test5_936_BS5R_  arit6471                 0 Q compute         
339350.mgmt1      test5_797_YR_fi  arit6471                 0 Q compute         
339351.mgmt1      test5_602_CCR_f  arit6471                 0 Q compute         
339352.mgmt1      test5_380_BDR_f  arit6471                 0 Q compute         
339353.mgmt1      test5_088_BS5R_  arit6471                 0 Q compute         
339354.mgmt1      test5_892_BDR_f  arit6471                 0 Q compute         
339355.mgmt1      test5_379_BDR_f  arit6471                 0 Q compute         
339356.mgmt1      test5_304_BDR_f  arit6471                 0 Q compute         
339357.mgmt1      test5_210_BDR_f  arit6471                 0 Q compute         
339358.mgmt1      test5_851_YR_fi  arit6471                 0 Q compute         
339359.mgmt1      test5_223_BDR_f  arit6471                 0 Q compute         
339360.mgmt1      test5_318_CCR_f  arit6471                 0 Q compute         
339361.mgmt1      test5_552_BDR_f  arit6471                 0 Q compute         
339362.mgmt1      test5_484_BS5R_  arit6471                 0 Q compute         
339363.mgmt1      test5_512_BS5R_  arit6471                 0 Q compute         
339364.mgmt1      test5_196_BDR_f  arit6471                 0 Q compute         
339365.mgmt1      test5_743_YR_fi  arit6471                 0 Q compute         
339366.mgmt1      test5_795_CCR_f  arit6471                 0 Q compute         
339367.mgmt1      test5_835_BS5R_  arit6471                 0 Q compute         
339368.mgmt1      test5_349_BDR_f  arit6471                 0 Q compute         
339369.mgmt1      test5_864_YR_fi  arit6471                 0 Q compute         
339370.mgmt1      test5_851_BDR_f  arit6471                 0 Q compute         
339371.mgmt1      test5_371_BDR_f  arit6471                 0 Q compute         
339372.mgmt1      test5_419_BDR_f  arit6471                 0 Q compute         
339373.mgmt1      test5_223_YR_fi  arit6471                 0 Q compute         
339374.mgmt1      test5_881_BS5R_  arit6471                 0 Q compute         
339375.mgmt1      test5_223_BS5R_  arit6471                 0 Q compute         
339376.mgmt1      test5_075_BS5R_  arit6471                 0 Q compute         
339377.mgmt1      test5_449_BS5R_  arit6471                 0 Q compute         
339378.mgmt1      test5_022_BS5R_  arit6471                 0 Q compute         
339379.mgmt1      test5_223_CCR_f  arit6471                 0 Q compute         
339380.mgmt1      test5_936_BDR_f  arit6471                 0 Q compute         
339381.mgmt1      test5_244_BDR_f  arit6471                 0 Q compute         
339382.mgmt1      test5_837_BS5R_  arit6471                 0 Q compute         
339383.mgmt1      test5_053_BS5R_  arit6471                 0 Q compute         
339384.mgmt1      test5_605_CCR_f  arit6471                 0 Q compute         
339385.mgmt1      test5_892_YR_fi  arit6471                 0 Q compute         
339386.mgmt1      test5_075_YR_fi  arit6471                 0 Q compute         
339387.mgmt1      test5_605_BS5R_  arit6471                 0 Q compute         
339388.mgmt1      test5_919_CCR_f  arit6471                 0 Q compute         
339389.mgmt1      test5_377_BS5R_  arit6471                 0 Q compute         
339390.mgmt1      test5_482_CCR_f  arit6471                 0 Q compute         
339391.mgmt1      test5_950_BS5R_  arit6471                 0 Q compute         
339392.mgmt1      test5_640_BS5R_  arit6471                 0 Q compute         
339393.mgmt1      test5_958_CCR_f  arit6471                 0 Q compute         
339394.mgmt1      test5_722_BS5R_  arit6471                 0 Q compute         
339395.mgmt1      test5_390_BDR_f  arit6471                 0 Q compute         
339396.mgmt1      test5_007_CCR_f  arit6471                 0 Q compute         
339397.mgmt1      test5_313_BS5R_  arit6471                 0 Q compute         
339398.mgmt1      test5_346_CCR_f  arit6471                 0 Q compute         
339399.mgmt1      test5_219_YR_fi  arit6471                 0 Q compute         
339400.mgmt1      test5_801_BDR_f  arit6471                 0 Q compute         
339401.mgmt1      test5_938_YR_fi  arit6471                 0 Q compute         
339402.mgmt1      test5_141_BDR_f  arit6471                 0 Q compute         
339403.mgmt1      test5_666_YR_fi  arit6471                 0 Q compute         
339404.mgmt1      test5_022_CCR_f  arit6471                 0 Q compute         
339405.mgmt1      test5_512_CCR_f  arit6471                 0 Q compute         
339406.mgmt1      test5_640_CCR_f  arit6471                 0 Q compute         
339407.mgmt1      test5_088_YR_fi  arit6471                 0 Q compute         
339408.mgmt1      test5_566_BS5R_  arit6471                 0 Q compute         
339409.mgmt1      test5_600_YR_fi  arit6471                 0 Q compute         
339410.mgmt1      test5_349_YR_fi  arit6471                 0 Q compute         
339411.mgmt1      test5_355_BS5R_  arit6471                 0 Q compute         
339412.mgmt1      test5_851_CCR_f  arit6471                 0 Q compute         
339413.mgmt1      test5_665_BDR_f  arit6471                 0 Q compute         
339414.mgmt1      test5_892_CCR_f  arit6471                 0 Q compute         
339415.mgmt1      test5_851_BS5R_  arit6471                 0 Q compute         
339416.mgmt1      test5_022_YR_fi  arit6471                 0 Q compute         
339417.mgmt1      test5_881_YR_fi  arit6471                 0 Q compute         
339418.mgmt1      test5_743_CCR_f  arit6471                 0 Q compute         
339419.mgmt1      test5_797_BDR_f  arit6471                 0 Q compute         
339420.mgmt1      test5_812_CCR_f  arit6471                 0 Q compute         
339421.mgmt1      test5_065_BDR_f  arit6471                 0 Q compute         
339422.mgmt1      test5_508_BDR_f  arit6471                 0 Q compute         
339423.mgmt1      test5_062_CCR_f  arit6471                 0 Q compute         
339424.mgmt1      test5_488_BS5R_  arit6471                 0 Q compute         
339425.mgmt1      test5_142_YR_fi  arit6471                 0 Q compute         
339426.mgmt1      test5_065_YR_fi  arit6471                 0 Q compute         
339427.mgmt1      test5_865_YR_fi  arit6471                 0 Q compute         
339428.mgmt1      test5_666_BS5R_  arit6471                 0 Q compute         
339429.mgmt1      test5_242_YR_fi  arit6471                 0 Q compute         
339430.mgmt1      test5_482_BS5R_  arit6471                 0 Q compute         
339431.mgmt1      test5_389_BS5R_  arit6471                 0 Q compute         
339432.mgmt1      test5_068_BS5R_  arit6471                 0 Q compute         
339433.mgmt1      test5_346_BDR_f  arit6471                 0 Q compute         
339434.mgmt1      test5_552_BS5R_  arit6471                 0 Q compute         
339435.mgmt1      test5_062_BDR_f  arit6471                 0 Q compute         
339436.mgmt1      test5_072_YR_fi  arit6471                 0 Q compute         
339437.mgmt1      test5_795_YR_fi  arit6471                 0 Q compute         
339438.mgmt1      test5_318_BS5R_  arit6471                 0 Q compute         
339439.mgmt1      test5_743_BS5R_  arit6471                 0 Q compute         
339440.mgmt1      test5_313_YR_fi  arit6471                 0 Q compute         
339441.mgmt1      test5_488_CCR_f  arit6471                 0 Q compute         
339442.mgmt1      test5_086_YR_fi  arit6471                 0 Q compute         
339443.mgmt1      test5_051_BS5R_  arit6471                 0 Q compute         
339444.mgmt1      test5_007_BS5R_  arit6471                 0 Q compute         
339445.mgmt1      test5_141_YR_fi  arit6471                 0 Q compute         
339446.mgmt1      test5_715_BDR_f  arit6471                 0 Q compute         
339447.mgmt1      test5_349_CCR_f  arit6471                 0 Q compute         
339448.mgmt1      test5_154_CCR_f  arit6471                 0 Q compute         
339449.mgmt1      test5_881_BDR_f  arit6471                 0 Q compute         
339450.mgmt1      test5_479_YR_fi  arit6471                 0 Q compute         
339451.mgmt1      test5_313_BDR_f  arit6471                 0 Q compute         
339452.mgmt1      test5_088_BDR_f  arit6471                 0 Q compute         
339453.mgmt1      test5_068_CCR_f  arit6471                 0 Q compute         
339454.mgmt1      test5_479_BS5R_  arit6471                 0 Q compute         
339455.mgmt1      test5_303_BDR_f  arit6471                 0 Q compute         
339456.mgmt1      test5_133_BS5R_  arit6471                 0 Q compute         
339457.mgmt1      test5_479_CCR_f  arit6471                 0 Q compute         
339458.mgmt1      test5_110_BS5R_  arit6471                 0 Q compute         
339459.mgmt1      test5_706_BDR_f  arit6471                 0 Q compute         
339460.mgmt1      test5_389_CCR_f  arit6471                 0 Q compute         
339461.mgmt1      test5_371_BS5R_  arit6471                 0 Q compute         
339462.mgmt1      test5_571_BS5R_  arit6471                 0 Q compute         
339463.mgmt1      test5_928_YR_fi  arit6471                 0 Q compute         
339464.mgmt1      test5_389_BDR_f  arit6471                 0 Q compute         
339465.mgmt1      test5_196_CCR_f  arit6471                 0 Q compute         
339466.mgmt1      test5_065_CCR_f  arit6471                 0 Q compute         
339467.mgmt1      test5_377_CCR_f  arit6471                 0 Q compute         
339468.mgmt1      test5_221_BS5R_  arit6471                 0 Q compute         
339469.mgmt1      test5_422_BDR_f  arit6471                 0 Q compute         
339470.mgmt1      test5_958_YR_fi  arit6471                 0 Q compute         
339471.mgmt1      test5_652_CCR_f  arit6471                 0 Q compute         
339472.mgmt1      test5_797_CCR_f  arit6471                 0 Q compute         
339473.mgmt1      test5_086_CCR_f  arit6471                 0 Q compute         
